time_value,geo_type,geo_value,sarscov2_tests,sarscov2_positive_tests,flu_tests,flua_positive_tests,flub_positive_tests,rsv_tests,rsv_positive_tests,hpiv_tests,adv_tests,adv_positive_tests,hmpv_tests,hmpv_positive_tests,ev_rv_tests,ev_rv_positive_tests,hcov_tests,hcov_positive_tests,hpiv_positive_tests,flu_positive_tests
2023-01-21,province,nb,3524.0,361,1765.0,8,1,1583.0,140,91.0,91.0,8,91.0,3,91.0,12,91.0,3,9,9
2023-01-21,province,pe,818.0,156,165.0,3,0,165.0,28,24.0,24.0,2,24.0,1,24.0,5,24.0,3,2,3
2023-01-21,province,sk,5094.0,246,1243.0,11,0,1031.0,137,412.0,411.0,9,411.0,27,411.0,33,412.0,10,22,11
2023-01-21,territory,yk,114.0,7,25.0,0,0,25.0,1,,,0,,0,,0,,0,0,0
2023-01-21,territory,nu,135.0,14,80.0,0,0,80.0,2,,,0,,0,,0,,0,0,0
2023-01-21,territory,nt,35.0,3,30.0,0,0,30.0,10,,,0,,0,30.0,4,,0,0,0
2023-01-21,province,ns,3428.0,841,1582.0,30,0,1573.0,133,37.0,41.0,1,41.0,0,41.0,2,41.0,4,1,30
2023-01-21,province,nl,665.0,100,346.0,4,0,346.0,17,346.0,346.0,10,346.0,11,346.0,19,346.0,22,8,4
2023-01-14,territory,nu,153.0,18,67.0,0,0,67.0,2,,,0,,0,,0,,0,0,0
2023-01-14,territory,nt,,0,,0,0,,0,,,0,,0,0.0,0,,0,0,0
2023-01-14,province,sk,5352.0,271,1382.0,21,0,1100.0,159,545.0,545.0,20,545.0,31,545.0,29,545.0,18,22,21
2023-01-14,province,ns,3796.0,938,1574.0,38,0,1574.0,138,33.0,33.0,1,33.0,0,33.0,2,33.0,1,1,38
2023-01-14,province,ab,6645.0,971,4385.0,88,1,3902.0,605,1559.0,1557.0,15,1553.0,58,1538.0,67,1559.0,22,45,89
2023-01-14,province,nl,724.0,100,374.0,19,0,374.0,8,374.0,374.0,6,374.0,5,374.0,14,374.0,39,11,19
2023-01-14,province,nb,4207.0,444,2143.0,39,1,1930.0,126,99.0,99.0,10,99.0,11,99.0,15,99.0,10,5,40
2023-01-14,province,pe,903.0,162,200.0,10,0,200.0,30,20.0,20.0,1,20.0,0,20.0,4,20.0,2,3,10
2023-01-14,province,mb,1834.0,208,1499.0,29,0,1499.0,131,127.0,127.0,3,157.0,9,127.0,9,157.0,20,2,29
2023-01-14,territory,yk,128.0,7,45.0,5,0,45.0,1,,,0,,0,,0,,0,0,5
2023-01-07,territory,yk,139.0,17,53.0,6,0,53.0,1,,,0,,0,,0,,0,0,6
2023-01-07,territory,nu,144.0,22,61.0,3,0,61.0,2,,,0,,0,,0,,0,0,3
2023-01-07,territory,nt,,0,,0,0,,0,,,0,,0,,0,,0,0,0
2023-01-07,province,nl,725.0,142,620.0,56,0,620.0,28,620.0,620.0,12,620.0,22,620.0,13,620.0,63,13,56
2023-01-07,province,nb,4297.0,557,2521.0,123,0,2205.0,212,129.0,129.0,15,129.0,5,129.0,8,129.0,17,7,123
2023-01-07,province,mb,1997.0,188,1545.0,43,0,1545.0,164,124.0,124.0,6,152.0,9,124.0,12,152.0,22,13,43
2023-01-07,province,sk,4908.0,324,1424.0,31,0,1178.0,183,560.0,561.0,9,561.0,42,561.0,28,560.0,23,40,31
2023-01-07,province,ab,6498.0,1009,4562.0,162,0,4124.0,751,1469.0,1468.0,16,1469.0,76,1455.0,52,1469.0,29,36,162
2023-01-07,province,ns,4076.0,945,2101.0,82,0,2101.0,192,32.0,32.0,0,32.0,1,32.0,1,32.0,5,3,82
2023-01-07,province,pe,836.0,154,218.0,8,0,218.0,30,21.0,21.0,3,21.0,0,21.0,3,21.0,3,2,8
2022-12-31,province,pe,782.0,166,184.0,13,0,184.0,22,24.0,24.0,2,24.0,0,24.0,4,24.0,4,4,13
2022-12-31,province,ab,5842.0,931,2666.0,199,2,2196.0,416,1313.0,1312.0,16,1311.0,61,1302.0,67,1313.0,35,43,201
2022-12-31,province,nb,3609.0,493,2369.0,209,0,2114.0,165,98.0,98.0,3,98.0,8,98.0,12,98.0,10,4,209
2022-12-31,province,mb,2106.0,219,1360.0,81,0,1360.0,148,109.0,109.0,5,123.0,6,109.0,7,123.0,12,13,81
2022-12-31,territory,yk,96.0,3,35.0,7,0,35.0,4,,,0,,0,,0,,0,0,7
2022-12-31,province,sk,4010.0,264,1379.0,68,1,1206.0,176,547.0,544.0,9,544.0,44,544.0,29,547.0,32,31,69
2022-12-31,territory,nt,,0,,0,0,,0,,,0,,0,,0,,0,0,0
2022-12-31,province,nl,586.0,108,493.0,85,0,493.0,17,493.0,493.0,8,493.0,18,493.0,22,493.0,30,7,85
2022-12-31,territory,nu,101.0,11,45.0,2,0,45.0,0,,,0,,0,,0,,0,0,2
2022-12-31,province,ns,3481.0,876,1878.0,154,0,1878.0,165,23.0,23.0,0,23.0,0,23.0,1,23.0,2,3,154
2022-12-17,province,pe,933.0,186,161.0,46,0,161.0,10,70.0,70.0,3,70.0,0,70.0,6,70.0,4,6,46
2022-12-17,province,ab,7594.0,999,3860.0,505,0,3215.0,567,1272.0,1272.0,20,1270.0,38,1255.0,52,1272.0,55,41,505
2022-12-17,province,sk,,0,,0,0,,0,,,0,,0,,0,,0,0,0
2022-12-17,territory,nu,106.0,18,64.0,8,0,64.0,3,,,0,,0,,0,,0,0,8
2022-12-17,province,nb,5627.0,674,3443.0,797,0,2810.0,190,212.0,212.0,24,212.0,1,212.0,39,212.0,25,15,797
2022-12-17,province,mb,2219.0,251,1757.0,239,0,1757.0,120,194.0,194.0,4,220.0,5,194.0,18,220.0,13,6,239
2022-12-17,territory,nt,112.0,22,88.0,28,0,88.0,2,,,0,,0,88.0,7,,0,0,28
2022-12-17,province,ns,4395.0,654,2281.0,494,0,2281.0,181,37.0,36.0,1,36.0,0,36.0,3,36.0,3,1,494
2022-12-17,province,nl,826.0,120,669.0,187,0,669.0,14,669.0,669.0,12,669.0,27,669.0,39,669.0,25,7,187
2022-12-17,territory,yk,123.0,8,49.0,19,0,49.0,0,,,0,,0,,0,,0,0,19
2022-12-10,province,mb,2359.0,248,1505.0,410,0,1505.0,82,170.0,153.0,4,201.0,6,170.0,16,201.0,7,7,410
2022-12-10,territory,yk,149.0,3,72.0,35,0,72.0,1,,,0,,0,,0,,0,0,35
2022-12-10,province,pe,1058.0,232,214.0,72,0,214.0,14,66.0,66.0,2,66.0,1,66.0,4,66.0,0,12,72
2022-12-10,province,nl,853.0,117,674.0,211,0,674.0,22,674.0,674.0,15,674.0,35,674.0,37,674.0,30,12,211
2022-12-10,province,ns,5150.0,614,2779.0,778,0,2779.0,176,26.0,26.0,3,26.0,0,26.0,3,26.0,0,1,778
2022-12-10,territory,nu,120.0,4,59.0,11,0,59.0,2,,,0,,0,,0,,0,0,11
2022-12-10,province,nb,6384.0,895,3737.0,1053,0,2560.0,147,196.0,196.0,7,196.0,2,196.0,29,196.0,17,10,1053
2022-12-10,province,ab,7697.0,1090,4065.0,740,2,3322.0,375,1585.0,1584.0,18,1583.0,34,1573.0,59,1585.0,60,56,742
2022-12-10,territory,nt,135.0,11,116.0,48,0,116.0,4,,,0,,0,116.0,8,,0,0,48
2022-12-10,province,sk,6493.0,427,1871.0,376,0,1476.0,80,684.0,682.0,3,682.0,31,682.0,18,684.0,39,30,376
2022-12-03,province,ns,5226.0,596,2763.0,719,0,2763.0,173,37.0,37.0,3,37.0,0,37.0,6,37.0,1,3,719
2022-12-03,province,nl,703.0,129,516.0,119,0,516.0,18,516.0,516.0,16,516.0,24,516.0,43,516.0,6,7,119
2022-12-03,province,nb,5280.0,649,2925.0,868,1,2642.0,124,196.0,196.0,10,196.0,2,196.0,19,196.0,15,9,869
2022-12-03,province,mb,2919.0,422,2022.0,394,0,2022.0,80,190.0,190.0,7,221.0,11,190.0,29,221.0,10,8,394
2022-12-03,territory,yk,180.0,11,26.0,17,0,24.0,0,,,0,,0,,0,,0,0,17
2022-12-03,territory,nu,93.0,9,58.0,9,0,58.0,0,,,0,,0,,0,,0,0,9
2022-12-03,territory,nt,80.0,7,73.0,22,0,73.0,3,,,0,,0,73.0,8,,0,0,22
2022-12-03,province,sk,6966.0,461,2143.0,545,2,1735.0,67,807.0,809.0,14,809.0,44,809.0,40,808.0,25,38,547
2022-12-03,province,ab,8546.0,1216,4160.0,1066,1,3128.0,286,1644.0,1644.0,16,1642.0,17,1618.0,55,1644.0,45,45,1067
2022-12-03,province,pe,1145.0,259,189.0,80,0,189.0,12,59.0,59.0,6,59.0,0,59.0,11,59.0,0,11,80
2022-11-26,province,ab,10207.0,1441,4541.0,1437,0,3478.0,242,1509.0,1508.0,15,1509.0,18,1496.0,48,1509.0,58,38,1437
2022-11-26,province,sk,7187.0,489,1986.0,582,1,1573.0,42,637.0,637.0,13,637.0,23,637.0,34,631.0,24,24,583
2022-11-26,territory,nt,89.0,21,85.0,11,0,85.0,2,,,0,,0,85.0,10,,0,0,11
2022-11-26,province,ns,5021.0,584,2305.0,605,0,2305.0,159,31.0,31.0,1,31.0,0,31.0,4,31.0,0,3,605
2022-11-26,territory,nu,101.0,5,55.0,7,0,55.0,1,,,0,,0,,0,,0,0,7
2022-11-26,province,nl,487.0,102,340.0,37,0,340.0,16,340.0,340.0,12,340.0,13,340.0,21,340.0,3,2,37
2022-11-26,province,nb,4969.0,642,2384.0,563,0,1924.0,112,237.0,237.0,13,237.0,1,237.0,30,237.0,12,26,563
2022-11-26,province,mb,2842.0,400,1914.0,410,0,1914.0,43,175.0,175.0,10,211.0,7,175.0,19,211.0,9,13,410
2022-11-26,province,pe,1184.0,264,111.0,39,0,111.0,5,69.0,69.0,1,69.0,1,69.0,11,69.0,3,9,39
2022-11-26,territory,yk,167.0,5,11.0,6,0,11.0,0,,,0,,0,,0,,0,0,6
2022-11-19,province,ab,,0,4210.0,1353,3,3276.0,187,1754.0,1753.0,15,1751.0,21,1735.0,92,1754.0,104,43,1356
2022-11-19,province,pe,,0,87.0,25,0,87.0,1,85.0,85.0,3,85.0,1,85.0,15,85.0,2,16,25
2022-11-19,territory,nu,,0,101.0,12,0,101.0,0,,,0,,0,,0,,0,0,12
2022-11-19,territory,nt,,0,51.0,4,0,51.0,4,0.0,0.0,0,0.0,0,51.0,7,0.0,0,0,4
2022-11-19,province,sk,,0,1852.0,634,1,1558.0,29,775.0,775.0,16,775.0,44,775.0,52,781.0,26,47,635
2022-11-19,province,ns,,0,1550.0,239,0,1550.0,124,36.0,36.0,1,36.0,0,36.0,8,36.0,0,3,239
2022-11-19,province,nl,,0,314.0,9,0,314.0,13,314.0,314.0,11,314.0,20,314.0,44,314.0,3,5,9
2022-11-19,province,nb,,0,1482.0,226,0,587.0,35,140.0,140.0,10,140.0,0,140.0,39,140.0,10,10,226
2022-11-19,province,mb,,0,1122.0,175,0,1122.0,62,186.0,186.0,6,210.0,8,186.0,26,210.0,6,18,175
2022-11-19,territory,yk,,0,19.0,2,0,19.0,0,,,0,,0,,0,,0,0,2
2022-11-12,province,mb,,0,815.0,60,0,815.0,45,197.0,197.0,8,210.0,16,197.0,31,210.0,4,10,60
2022-11-12,province,nb,,0,666.0,114,1,388.0,14,66.0,66.0,5,66.0,0,66.0,17,66.0,1,5,115
2022-11-12,province,nl,,0,244.0,7,0,244.0,19,244.0,244.0,8,244.0,12,244.0,33,244.0,1,3,7
2022-11-12,province,ab,,0,3719.0,1166,2,2928.0,106,1416.0,1416.0,17,1411.0,8,1390.0,97,1416.0,69,49,1168
2022-11-12,province,ns,,0,1151.0,105,0,1151.0,138,64.0,64.0,5,64.0,0,64.0,14,64.0,1,2,105
2022-11-12,territory,yk,,0,10.0,0,0,10.0,0,,,0,,0,,0,,0,0,0
2022-11-12,province,sk,,0,1239.0,396,0,1037.0,20,533.0,533.0,11,533.0,35,533.0,44,532.0,24,33,396
2022-11-12,territory,nt,,0,56.0,2,0,56.0,3,0.0,0.0,0,0.0,0,56.0,13,0.0,0,0,2
2022-11-12,territory,nu,,0,96.0,27,0,96.0,0,,,0,,0,,0,,0,0,27
2022-11-12,province,pe,,0,84.0,18,0,84.0,0,84.0,84.0,7,84.0,2,84.0,27,84.0,1,13,18
2022-11-05,province,nl,,0,220.0,1,0,220.0,8,220.0,220.0,12,220.0,10,220.0,37,220.0,1,4,1
2022-11-05,territory,nt,,0,42.0,0,0,42.0,1,0.0,0.0,0,0.0,0,42.0,10,0.0,0,0,0
2022-11-05,province,sk,,0,896.0,192,0,703.0,12,377.0,377.0,11,377.0,14,377.0,56,377.0,11,28,192
2022-11-05,province,ab,,0,3200.0,653,0,2675.0,100,1119.0,1119.0,15,1118.0,9,1100.0,103,1119.0,69,38,653
2022-11-05,province,ns,,0,415.0,32,0,415.0,51,33.0,33.0,1,33.0,0,33.0,13,33.0,0,3,32
2022-11-05,province,pe,,0,63.0,6,0,63.0,1,63.0,63.0,4,63.0,0,63.0,19,63.0,1,15,6
2022-11-05,province,nb,,0,511.0,58,0,266.0,4,46.0,46.0,5,46.0,0,46.0,15,46.0,1,6,58
2022-11-05,province,mb,,0,778.0,7,0,778.0,23,155.0,155.0,7,187.0,10,155.0,34,187.0,1,9,7
2022-11-05,territory,yk,,0,6.0,0,0,6.0,0,,,0,,0,,0,,0,0,0
2022-11-05,territory,nu,,0,120.0,47,0,120.0,2,,,0,,0,,0,,0,0,47
2022-10-29,territory,yk,,0,9.0,0,0,9.0,0,,,0,,0,,0,,0,0,0
2022-10-29,territory,nu,,0,97.0,33,0,97.0,1,,,0,,0,,0,,0,0,33
2022-10-29,province,mb,,0,731.0,14,0,731.0,21,158.0,158.0,6,185.0,6,158.0,38,185.0,2,9,14
2022-10-29,province,nb,,0,,0,0,,0,,,0,,0,,0,,0,0,0
2022-10-29,province,nl,,0,264.0,0,0,264.0,13,264.0,264.0,3,264.0,5,264.0,31,264.0,1,3,0
2022-10-29,territory,nt,,0,53.0,0,0,53.0,4,0.0,0.0,0,0.0,0,53.0,17,0.0,0,0,0
2022-10-29,province,sk,,0,707.0,57,0,512.0,9,271.0,271.0,9,271.0,17,271.0,44,272.0,13,21,57
2022-10-29,province,ns,,0,264.0,8,0,264.0,17,66.0,66.0,3,66.0,0,66.0,11,66.0,2,2,8
2022-10-29,province,ab,,0,2535.0,211,0,2171.0,57,1065.0,1065.0,14,1062.0,2,1051.0,120,1065.0,53,31,211
2022-10-29,province,pe,,0,56.0,0,0,56.0,1,56.0,56.0,3,56.0,3,56.0,29,56.0,0,5,0
2022-10-22,territory,yk,,0,2.0,0,0,6.0,1,,,0,,0,,0,,0,0,0
2022-10-22,territory,nu,,0,,0,0,,0,,,0,,0,,0,,0,0,0
2022-10-22,province,sk,,0,610.0,15,0,473.0,5,237.0,237.0,8,237.0,11,237.0,61,236.0,7,21,15
2022-10-22,territory,nt,,0,48.0,1,0,48.0,2,0.0,0.0,0,0.0,0,48.0,13,0.0,0,0,1
2022-10-22,province,ns,,0,240.0,5,0,240.0,18,50.0,50.0,1,50.0,0,50.0,11,50.0,0,2,5
2022-10-22,province,nl,,0,208.0,0,0,208.0,8,208.0,208.0,0,208.0,3,208.0,30,208.0,0,1,0
2022-10-22,province,nb,,0,512.0,20,0,310.0,0,55.0,55.0,5,55.0,0,55.0,18,55.0,0,4,20
2022-10-22,province,mb,,0,693.0,3,0,693.0,8,149.0,149.0,5,174.0,8,149.0,43,174.0,1,7,3
2022-10-22,province,ab,,0,2321.0,54,1,2034.0,53,945.0,945.0,11,945.0,2,923.0,135,945.0,27,37,55
2022-10-22,province,pe,,0,41.0,1,0,41.0,1,41.0,41.0,1,41.0,0,41.0,17,41.0,0,5,1
2022-10-15,province,mb,,0,656.0,3,0,656.0,7,147.0,147.0,5,181.0,6,147.0,46,181.0,0,1,3
2022-10-15,province,ab,,0,2125.0,27,0,1863.0,29,901.0,901.0,18,898.0,6,887.0,153,901.0,24,29,27
2022-10-15,territory,yk,,0,5.0,0,0,5.0,0,,,0,,0,,0,,0,0,0
2022-10-15,territory,nu,,0,71.0,13,0,71.0,1,,,0,,0,,0,,0,0,13
2022-10-15,territory,nt,,0,49.0,0,0,49.0,1,0.0,0.0,0,0.0,0,49.0,26,0.0,0,0,0
2022-10-15,province,sk,,0,559.0,2,1,409.0,2,209.0,209.0,4,209.0,5,209.0,56,209.0,1,12,3
2022-10-15,province,pe,,0,33.0,0,0,33.0,0,33.0,33.0,3,33.0,2,33.0,15,33.0,0,2,0
2022-10-15,province,ns,,0,225.0,7,0,225.0,9,52.0,52.0,2,52.0,0,52.0,15,52.0,1,5,7
2022-10-15,province,nb,,0,377.0,6,0,296.0,6,39.0,39.0,5,39.0,0,39.0,15,39.0,0,5,6
2022-10-15,province,nl,,0,141.0,0,0,141.0,9,141.0,141.0,0,141.0,3,141.0,21,141.0,0,2,0
2022-10-08,province,nl,,0,172.0,0,0,172.0,5,172.0,172.0,3,172.0,3,172.0,27,172.0,0,1,0
2022-10-08,province,ns,,0,188.0,0,0,188.0,11,47.0,47.0,1,47.0,0,47.0,12,47.0,0,1,0
2022-10-08,province,nb,,0,421.0,2,0,280.0,2,42.0,42.0,2,42.0,0,42.0,9,42.0,3,3,2
2022-10-08,province,pe,,0,37.0,0,0,37.0,2,37.0,37.0,6,37.0,0,37.0,13,37.0,0,2,0
2022-10-08,province,mb,,0,342.0,0,0,342.0,3,722.0,722.0,5,128.0,2,722.0,24,128.0,1,1,0
2022-10-08,territory,yk,,0,4.0,0,0,4.0,0,,,0,,0,,0,,0,0,0
2022-10-08,territory,nu,,0,93.0,6,0,93.0,2,,,0,,0,,0,,0,0,6
2022-10-08,territory,nt,,0,44.0,0,0,44.0,1,0.0,0.0,0,0.0,0,44.0,19,0.0,0,0,0
2022-10-08,province,sk,,0,483.0,0,0,394.0,0,225.0,225.0,3,225.0,7,225.0,57,225.0,1,14,0
2022-10-08,province,ab,,0,2122.0,27,1,1856.0,8,994.0,994.0,9,994.0,8,975.0,172,994.0,15,34,28
2022-10-01,province,pe,,0,28.0,0,0,28.0,0,28.0,28.0,1,28.0,0,28.0,15,28.0,0,0,0
2022-10-01,province,sk,,0,428.0,0,0,428.0,0,190.0,190.0,9,190.0,6,190.0,55,190.0,1,5,0
2022-10-01,territory,nt,,0,32.0,0,0,32.0,0,0.0,0.0,0,0.0,0,32.0,15,0.0,0,0,0
2022-10-01,territory,nu,,0,77.0,4,0,77.0,1,,,0,,0,,0,,0,0,4
2022-10-01,territory,yk,,0,4.0,0,0,4.0,0,,,0,,0,,0,,0,0,0
2022-10-01,province,ab,,0,2128.0,20,0,1895.0,18,948.0,948.0,12,948.0,6,932.0,191,948.0,8,17,20
2022-10-01,province,ns,,0,179.0,2,1,179.0,6,41.0,41.0,2,41.0,0,41.0,8,41.0,0,0,3
2022-10-01,province,mb,,0,466.0,0,0,466.0,3,127.0,127.0,5,141.0,2,127.0,27,141.0,0,1,0
2022-10-01,province,nl,,0,176.0,0,0,176.0,10,176.0,176.0,3,176.0,5,176.0,35,176.0,0,4,0
2022-10-01,province,nb,,0,305.0,0,0,173.0,1,41.0,41.0,2,41.0,0,41.0,21,41.0,1,1,0
2022-09-24,province,ab,,0,1867.0,11,1,1657.0,7,837.0,837.0,5,835.0,2,821.0,180,837.0,5,14,12
2022-09-24,province,sk,,0,466.0,0,0,466.0,1,204.0,205.0,10,205.0,9,205.0,39,204.0,0,5,0
2022-09-24,territory,nu,,0,98.0,2,0,98.0,2,,,0,,0,,0,,0,0,2
2022-09-24,territory,nt,,0,31.0,0,0,31.0,0,0.0,0.0,0,0.0,0,31.0,13,0.0,0,0,0
2022-09-24,province,ns,,0,202.0,1,0,202.0,1,45.0,45.0,1,45.0,0,45.0,13,45.0,0,0,1
2022-09-24,province,pe,,0,44.0,0,0,44.0,2,44.0,44.0,2,44.0,1,44.0,22,44.0,0,4,0
2022-09-24,territory,yk,,0,3.0,0,0,3.0,0,,,0,,0,,0,,0,0,0
2022-09-24,province,nl,,0,196.0,0,0,196.0,3,196.0,196.0,0,196.0,2,196.0,30,196.0,0,1,0
2022-09-24,province,nb,,0,346.0,0,0,265.0,2,49.0,49.0,1,49.0,0,49.0,9,49.0,0,1,0
2022-09-24,province,mb,,0,,0,0,,0,,,0,,0,,0,,0,0,0
2022-09-17,province,sk,,0,399.0,1,0,399.0,0,184.0,183.0,7,183.0,4,183.0,27,184.0,1,7,1
2022-09-17,territory,nt,,0,44.0,0,0,44.0,3,0.0,0.0,0,0.0,0,44.0,24,0.0,0,0,0
2022-09-17,territory,nu,,0,72.0,1,0,72.0,0,,,0,,0,,0,,0,0,1
2022-09-17,territory,yk,,0,6.0,0,0,6.0,0,,,0,,0,,0,,0,0,0
2022-09-17,province,pe,,0,43.0,0,0,43.0,0,43.0,43.0,3,43.0,0,43.0,29,43.0,0,5,0
2022-09-17,province,ab,,0,1802.0,4,0,1626.0,12,787.0,787.0,5,787.0,3,781.0,166,787.0,3,12,4
2022-09-17,province,ns,,0,244.0,1,0,243.0,2,66.0,66.0,1,66.0,0,66.0,14,66.0,0,0,1
2022-09-17,province,mb,,0,497.0,0,0,497.0,4,93.0,93.0,3,109.0,1,93.0,26,109.0,0,3,0
2022-09-17,province,nb,,0,,0,0,,0,,,0,,0,,0,,0,0,0
2022-09-17,province,nl,,0,156.0,0,0,156.0,4,156.0,156.0,0,156.0,8,156.0,13,156.0,0,1,0
2022-09-10,province,nb,,0,414.0,0,0,293.0,0,75.0,75.0,4,75.0,0,75.0,23,75.0,2,4,0
2022-09-10,province,ab,,0,1622.0,2,2,1476.0,8,702.0,702.0,12,702.0,3,688.0,135,702.0,5,14,4
2022-09-10,province,mb,,0,477.0,0,0,477.0,2,132.0,132.0,7,153.0,6,132.0,44,153.0,0,3,0
2022-09-10,province,nl,,0,142.0,0,0,142.0,3,142.0,142.0,2,142.0,5,142.0,13,142.0,0,7,0
2022-09-10,province,ns,,0,320.0,0,0,320.0,2,33.0,33.0,1,33.0,0,33.0,8,33.0,0,2,0
2022-09-10,province,pe,,0,30.0,0,0,30.0,0,30.0,30.0,3,30.0,0,30.0,17,30.0,0,2,0
2022-09-10,province,sk,,0,387.0,2,0,386.0,3,172.0,175.0,6,175.0,9,175.0,6,172.0,2,8,2
2022-09-10,territory,nt,,0,18.0,0,0,18.0,1,0.0,0.0,0,0.0,0,18.0,9,0.0,0,0,0
2022-09-10,territory,nu,,0,58.0,0,0,58.0,4,,,0,,0,,0,,0,0,0
2022-09-10,territory,yk,,0,10.0,0,0,10.0,0,,,0,,0,,0,,0,0,0
2022-09-03,province,pe,,0,48.0,0,0,48.0,1,48.0,48.0,2,48.0,0,48.0,36,48.0,1,0,0
2022-09-03,province,ab,,0,1516.0,8,1,1313.0,11,656.0,655.0,17,656.0,3,638.0,104,656.0,2,17,9
2022-09-03,province,sk,,0,387.0,0,0,0.0,0,182.0,181.0,4,183.0,8,181.0,14,182.0,0,8,0
2022-09-03,province,nl,,0,171.0,1,0,171.0,2,171.0,171.0,4,171.0,6,171.0,23,171.0,0,0,1
2022-09-03,territory,nt,,0,31.0,0,0,31.0,2,0.0,0.0,0,0.0,0,31.0,11,0.0,0,0,0
2022-09-03,territory,nu,,0,76.0,0,0,76.0,4,,,0,,0,,0,,0,0,0
2022-09-03,province,ns,,0,368.0,0,0,368.0,2,22.0,22.0,3,22.0,0,22.0,11,22.0,0,0,0
2022-09-03,province,nb,,0,345.0,0,1,245.0,7,53.0,53.0,9,53.0,1,53.0,19,53.0,1,1,1
2022-09-03,territory,yk,,0,3.0,0,0,3.0,0,,,0,,0,,0,,0,0,0
2022-09-03,province,mb,,0,619.0,0,0,619.0,4,113.0,113.0,4,143.0,7,113.0,38,143.0,0,1,0
